Issue key,Issue id,Project Manager,Assignee,Status,Priority,Team Leader,Worker,Product Impact,Epic Link,Marketing Need,Business Impact,Customer Interest
SLE-19803,487610,holgisms,lee_duncan,Planning,Must Have,hreinecke,lee_duncan,Medium,SLE-19012,#N/A,#N/A,#N/A
SLE-19801,487608,holgisms,wagi,Open,Must Have,hreinecke,wagi,Medium,SLE-19013,#N/A,#N/A,#N/A
SLE-19799,487606,a_faerber,mbrugger,Planning,Must Have,ptesarik,mbrugger,#N/A,SLE-19246,#N/A,#N/A,#N/A
SLE-19797,487604,holgisms,tsbogend,Open,Must Have,hreinecke,tsbogend,Medium,SLE-19247,#N/A,#N/A,#N/A
SLE-19795,487602,holgisms,NMoreyChaisemartin,Done,Must Have,hreinecke,NMoreyChaisemartin,Medium,SLE-19252,#N/A,#N/A,#N/A
SLE-19793,487600,holgisms,tsbogend,In Progress,Must Have,hreinecke,tsbogend,Medium,SLE-19253,#N/A,#N/A,#N/A
SLE-19791,487598,holgisms,tsbogend,Open,Must Have,hreinecke,tsbogend,Medium,SLE-19250,#N/A,#N/A,#N/A
SLE-19789,487596,holgisms,mbrugger,Done,Should Have,ptesarik,mbrugger,#N/A,SLE-19248,#N/A,#N/A,#N/A
SLE-19787,487594,holgisms,tsbogend,Open,Must Have,hreinecke,tsbogend,Medium,SLE-19254,#N/A,#N/A,#N/A
SLE-19785,487592,holgisms,tsbogend,Open,Must Have,hreinecke,tsbogend,Medium,SLE-19255,#N/A,#N/A,#N/A
SLE-19783,487590,holgisms,tsbogend,In Progress,Must Have,hreinecke,tsbogend,Medium,SLE-19256,#N/A,#N/A,#N/A
SLE-19774,487575,#N/A,tdz,Done,Could Have,ptesarik,tdz,#N/A,SLE-19299,#N/A,#N/A,#N/A
SLE-19772,487573,#N/A,sfent,Planning,Should Have,#N/A,#N/A,#N/A,SLE-10249,#N/A,#N/A,#N/A
SLE-19770,487569,#N/A,sfent,Planning,Should Have,#N/A,#N/A,#N/A,SLE-9492,Low,High,Very High
SLE-19766,487515,#N/A,jsikes,Open,Could Have,kstreitova,jsikes,High,SLE-19742,#N/A,#N/A,#N/A
SLE-19756,487498,#N/A,jsikes,Planning,Could Have,kstreitova,jsikes,#N/A,SLE-19044,#N/A,#N/A,#N/A
SLE-19754,487496,#N/A,pgajdos,Done,Could Have,kstreitova,pgajdos,Low,SLE-17941,#N/A,#N/A,#N/A
SLE-20149,489025,#N/A,patrikjakobsson,In Progress,Could Have,ptesarik,#N/A,#N/A,SLE-18964,#N/A,#N/A,#N/A
SLE-20146,489003,holgisms,#N/A,Done,Must Have,pgonin,none,#N/A,SLE-18995,#N/A,#N/A,#N/A
SLE-20141,488987,#N/A,#N/A,Planning,Should Have,yfjiang,none,#N/A,SLE-18860,#N/A,#N/A,#N/A
SLE-20137,488973,#N/A,dmulder,In Progress,Could Have,jmcdough,none,Low,SLE-18457,#N/A,#N/A,#N/A
SLE-20135,488970,#N/A,StevenK,Planning,Could Have,dirkmueller,none,#N/A,SLE-19968,#N/A,#N/A,#N/A
SLE-20130,488953,#N/A,tsbogend,Open,Must Have,hreinecke,tsbogend,Medium,SLE-18263,#N/A,#N/A,#N/A
SLE-20128,488951,#N/A,joeyli,In Progress,Should Have,joeyli,none,#N/A,SLE-19995,#N/A,#N/A,#N/A
SLE-20123,488933,#N/A,fbui,Done,Should Have,BenniBrunner,fbui,High,SLE-19743,#N/A,#N/A,#N/A
SLE-20121,488931,#N/A,mcepl,Done,Should Have,kstreitova,none,Low,SLE-19967,#N/A,#N/A,#N/A
SLE-20119,488929,#N/A,qzhao,In Progress,Must Have,yfjiang,none,Medium,SLE-20012,#N/A,#N/A,#N/A
SLE-20117,488927,#N/A,tsaupe,Done,Must Have,BenniBrunner,tsaupe,Low,SLE-20015,#N/A,#N/A,#N/A
SLE-20113,488923,#N/A,#N/A,In Progress,Must Have,kstreitova,none,Medium,SLE-20021,#N/A,#N/A,#N/A
SLE-20111,488921,#N/A,msmeissn,In Progress,Must Have,smanolov,jsegitz,#N/A,SLE-20022,#N/A,#N/A,#N/A
SLE-20107,488917,#N/A,jsegitz,Open,Should Have,smanolov,jsegitz,#N/A,SLE-17857,#N/A,#N/A,#N/A
SLE-19442,486291,#N/A,#N/A,Done,Could Have,ptesarik,tiwai,#N/A,SLE-19360,#N/A,#N/A,#N/A
SLE-19440,486289,#N/A,sndirsch,Done,Could Have,ptesarik,sndirsch,#N/A,SLE-19363,#N/A,#N/A,#N/A
SLE-19438,486287,#N/A,#N/A,Done,Could Have,ptesarik,oneukum,#N/A,SLE-19358,#N/A,#N/A,#N/A
SLE-19436,486285,#N/A,#N/A,Done,Could Have,ptesarik,oneukum,#N/A,SLE-19356,#N/A,#N/A,#N/A
SLE-19434,486283,#N/A,#N/A,In Progress,Could Have,ptesarik,oneukum,#N/A,SLE-19355,#N/A,#N/A,#N/A
SLE-19432,486281,#N/A,#N/A,Done,Could Have,ptesarik,tiwai,#N/A,SLE-19362,#N/A,#N/A,#N/A
SLE-19430,486279,#N/A,oneukum,Done,Could Have,ptesarik,oneukum,#N/A,SLE-19359,#N/A,#N/A,#N/A
SLE-19425,486257,#N/A,tsbogend,Done,Should Have,hreinecke,tsbogend,Low,SLE-19242,#N/A,#N/A,#N/A
SLE-19423,486214,#N/A,NMoreyChaisemartin,Done,Should Have,hreinecke,NMoreyChaisemartin,Medium,SLE-19294,#N/A,#N/A,#N/A
SLE-19415,486206,#N/A,#N/A,Blocked,Must Have,ptesarik,michals,Medium,SLE-18137,#N/A,#N/A,#N/A
SLE-19411,486202,#N/A,michals,Blocked,Must Have,ptesarik,michals,Low,SLE-18125,#N/A,#N/A,#N/A
SLE-19409,486200,#N/A,jsikes,Open,Must Have,kstreitova,none,#N/A,SLE-18136,#N/A,#N/A,#N/A
SLE-19407,486198,#N/A,#N/A,Open,Must Have,ptesarik,michals,Medium,SLE-18140,#N/A,#N/A,#N/A
SLE-19405,486196,#N/A,#N/A,Open,Must Have,ptesarik,none,Low,SLE-18141,#N/A,#N/A,#N/A
SLE-19403,486194,#N/A,michael-chang,Open,Must Have,BenniBrunner,none,High,SLE-18144,#N/A,#N/A,#N/A
SLE-19399,486190,#N/A,pluskalm,In Progress,Must Have,pluskalm,pluskalm,#N/A,SLE-18186,#N/A,#N/A,#N/A
SLE-19397,486188,#N/A,#N/A,Blocked,Must Have,ptesarik,michals,Low,SLE-18187,#N/A,#N/A,#N/A
SLE-19393,486184,#N/A,michals,In Progress,Must Have,ptesarik,none,#N/A,SLE-18189,#N/A,#N/A,#N/A
SLE-19391,486182,#N/A,michals,In Progress,Must Have,ptesarik,michals,Low,SLE-18190,#N/A,#N/A,#N/A
SLE-19387,486178,#N/A,cvoegl,Done,Must Have,NMoreyChaisemartin,cvoegl,#N/A,SLE-18192,#N/A,#N/A,#N/A
SLE-19383,486174,#N/A,michals,Blocked,Must Have,ptesarik,michals,Low,SLE-18194,#N/A,#N/A,#N/A
SLE-19381,486172,#N/A,#N/A,In Progress,Must Have,matz2,zxyyz,Low,SLE-18195,#N/A,#N/A,#N/A
SLE-19379,486170,#N/A,michals,Blocked,Must Have,ptesarik,michals,Low,SLE-18196,#N/A,#N/A,#N/A
SLE-19369,486148,#N/A,#N/A,Open,Could Have,claudiofontana,vulyanov,#N/A,SLE-18738,#N/A,#N/A,#N/A
SLE-19353,486108,#N/A,tsbogend,Open,Should Have,hreinecke,tsbogend,Medium,SLE-19292,#N/A,#N/A,#N/A
SLE-19351,486105,#N/A,tdz,Done,Should Have,ptesarik,tdz,#N/A,SLE-19293,#N/A,#N/A,#N/A
SLE-19345,486098,#N/A,dkirjanov,Open,Should Have,hreinecke,dkirjanov,Medium,SLE-19241,#N/A,#N/A,#N/A
SLE-19342,486093,#N/A,#N/A,Planning,Could Have,ptesarik,none,#N/A,SLE-18923,#N/A,#N/A,#N/A
SLE-19339,486090,#N/A,#N/A,Planning,Could Have,ptesarik,none,#N/A,SLE-18927,#N/A,#N/A,#N/A
SLE-19334,486085,#N/A,#N/A,Planning,Could Have,ptesarik,none,#N/A,SLE-18938,#N/A,#N/A,#N/A
SLE-19330,486078,#N/A,jones_tony,Done,Could Have,mgorman,none,#N/A,SLE-18939,#N/A,#N/A,#N/A
SLE-19328,486076,#N/A,bpetkov,Rejected,Could Have,mhocko,none,#N/A,SLE-18940,#N/A,#N/A,#N/A
SLE-19326,486074,#N/A,#N/A,Blocked,Could Have,mhocko,none,#N/A,SLE-18941,#N/A,#N/A,#N/A
SLE-19324,486072,#N/A,bpetkov,Rejected,Could Have,mhocko,none,Medium,SLE-18942,#N/A,#N/A,#N/A
SLE-19322,486070,#N/A,#N/A,Rejected,Could Have,claudiofontana,none,#N/A,SLE-18943,#N/A,#N/A,#N/A
SLE-19320,486068,#N/A,colyli,Open,Could Have,hreinecke,colyli,Medium,SLE-18944,#N/A,#N/A,#N/A
SLE-19318,486066,#N/A,tiwai,Rejected,Could Have,ptesarik,tiwai,#N/A,SLE-18945,#N/A,#N/A,#N/A
SLE-19316,486063,#N/A,#N/A,Blocked,Could Have,mhocko,none,Medium,SLE-18947,#N/A,#N/A,#N/A
SLE-19314,486061,#N/A,#N/A,Rejected,Could Have,ptesarik,none,#N/A,SLE-18948,#N/A,#N/A,#N/A
SLE-19312,486059,#N/A,#N/A,Rejected,Could Have,ptesarik,none,#N/A,SLE-18949,#N/A,#N/A,#N/A
SLE-19310,486057,#N/A,bpetkov,Rejected,Could Have,mhocko,none,#N/A,SLE-18950,#N/A,#N/A,#N/A
SLE-19284,485917,#N/A,fweisbec,In Progress,Must Have,mhocko,none,#N/A,SLE-18857,#N/A,#N/A,#N/A
SLE-18590,483620,#N/A,ptesarik,In Progress,Must Have,ptesarik,ptesarik,#N/A,SLE-18521,#N/A,#N/A,#N/A
SLE-18588,483618,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18520,#N/A,#N/A,#N/A
SLE-18586,483616,#N/A,#N/A,Rejected,Must Have,ptesarik,none,#N/A,SLE-18519,#N/A,#N/A,#N/A
SLE-18584,483614,#N/A,ptesarik,Open,Must Have,ptesarik,ptesarik,#N/A,SLE-18518,#N/A,#N/A,#N/A
SLE-18582,483612,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18515,#N/A,#N/A,#N/A
SLE-18580,483610,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18513,#N/A,#N/A,#N/A
SLE-18578,483608,#N/A,ptesarik,Blocked,Must Have,ptesarik,ptesarik,#N/A,SLE-18512,#N/A,#N/A,#N/A
SLE-18576,483606,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18511,#N/A,#N/A,#N/A
SLE-18574,483604,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18510,#N/A,#N/A,#N/A
SLE-18572,483602,#N/A,#N/A,Done,Must Have,sfent,markkp,Medium,SLE-18454,#N/A,#N/A,#N/A
SLE-18570,483600,#N/A,#N/A,Done,Must Have,sfent,markkp,Medium,SLE-18453,#N/A,#N/A,#N/A
SLE-18568,483598,#N/A,ptesarik,Under Review,Must Have,ptesarik,ptesarik,#N/A,SLE-18441,#N/A,#N/A,#N/A
SLE-18566,483596,#N/A,jsikes,Planning,Must Have,kstreitova,jsikes,#N/A,SLE-18357,#N/A,#N/A,#N/A
SLE-18564,483593,#N/A,#N/A,Done,Must Have,sfent,markkp,Medium,SLE-18334,#N/A,#N/A,#N/A
SLE-18562,483591,#N/A,#N/A,Done,Must Have,sfent,markkp,Medium,SLE-18333,#N/A,#N/A,#N/A
SLE-18558,483587,#N/A,ptesarik,In Progress,Must Have,ptesarik,ptesarik,#N/A,SLE-18331,#N/A,#N/A,#N/A
SLE-18556,483585,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18330,#N/A,#N/A,#N/A
SLE-18554,483583,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18329,#N/A,#N/A,#N/A
SLE-18552,483581,#N/A,#N/A,Done,Must Have,sfent,markkp,#N/A,SLE-18328,#N/A,#N/A,#N/A
SLE-18550,483579,#N/A,#N/A,Done,Must Have,sfent,markkp,Medium,SLE-18327,#N/A,#N/A,#N/A
SLE-18548,483577,#N/A,#N/A,Done,Must Have,sfent,markkp,Medium,SLE-18326,#N/A,#N/A,#N/A
SLE-18546,483575,#N/A,markkp,Blocked,Must Have,sfent,markkp,Medium,SLE-18324,#N/A,#N/A,#N/A
SLE-18544,483573,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18323,#N/A,#N/A,#N/A
SLE-18538,483457,#N/A,jfkw,Open,Should Have,sreeves1,jfkw,Medium,SLE-18320,#N/A,#N/A,#N/A
SLE-18150,480886,#N/A,lee_duncan,Done,Must Have,hreinecke,lee_duncan,Medium,SLE-18121,#N/A,#N/A,#N/A
SLE-18148,480875,#N/A,#N/A,Rejected,Should Have,matz2,#N/A,#N/A,SLE-16991,#N/A,#N/A,#N/A
SLE-18146,480869,#N/A,#N/A,Done,Could Have,sfent,trenn,Medium,SLE-17697,#N/A,#N/A,#N/A
SLE-18116,480588,#N/A,#N/A,Done,Must Have,mhocko,#N/A,#N/A,SLE-17360,#N/A,#N/A,#N/A
SLE-19238,485855,#N/A,#N/A,Open,Could Have,claudiofontana,olh,#N/A,SLE-2972,Medium,Medium,Medium
SLE-19236,485853,#N/A,#N/A,In Progress,Must Have,claudiofontana,kallan,#N/A,SLE-18356,#N/A,#N/A,#N/A
SLE-19233,485750,#N/A,#N/A,In Progress,Must Have,locilka,#N/A,Medium,SLE-17578,#N/A,#N/A,#N/A
SLE-19231,485664,#N/A,tdz,Open,Should Have,ptesarik,tdz,#N/A,SLE-18823,#N/A,#N/A,#N/A
SLE-19225,485658,#N/A,joeyli,Done,Could Have,joeyli,none,#N/A,SLE-18522,#N/A,#N/A,#N/A
SLE-19223,485656,#N/A,joeyli,Done,Could Have,joeyli,none,#N/A,SLE-18523,#N/A,#N/A,#N/A
SLE-19221,485654,#N/A,joeyli,Done,Could Have,joeyli,none,#N/A,SLE-18524,#N/A,#N/A,#N/A
SLE-19219,485652,#N/A,acho,Done,Could Have,joeyli,acho,#N/A,SLE-18497,#N/A,#N/A,#N/A
SLE-19217,485650,#N/A,shunghsiyu,Done,Could Have,joeyli,shunghsiyu,#N/A,SLE-18805,#N/A,#N/A,#N/A
SLE-19215,485648,#N/A,#N/A,Done,Could Have,sfent,cvoegl,Low,SLE-18908,#N/A,#N/A,#N/A
SLE-19207,485623,#N/A,joro,In Progress,Could Have,mhocko,none,Low,SLE-18926,#N/A,#N/A,#N/A
SLE-19201,485616,#N/A,jirislaby,Done,Could Have,mhocko,none,#N/A,SLE-18901,#N/A,#N/A,#N/A
SLE-19199,485614,#N/A,bpetkov,In Progress,Could Have,mhocko,none,#N/A,SLE-18885,#N/A,#N/A,#N/A
SLE-19197,485612,#N/A,mgorman,Done,Could Have,mhocko,none,Medium,SLE-18889,#N/A,#N/A,#N/A
SLE-19183,485598,#N/A,#N/A,Rejected,Could Have,ptesarik,tiwai,#N/A,SLE-18891,#N/A,#N/A,#N/A
SLE-19178,485560,#N/A,dspinella,Done,Could Have,kstreitova,dspinella,Low,SLE-18907,#N/A,#N/A,#N/A
SLE-19176,485558,#N/A,jirislaby,Done,Could Have,mhocko,none,#N/A,SLE-18755,#N/A,#N/A,#N/A
SLE-19172,485554,#N/A,colyli,Rejected,Could Have,hreinecke,colyli,Medium,SLE-18924,#N/A,#N/A,#N/A
SLE-19166,485517,#N/A,bpetkov,Done,Could Have,mhocko,none,#N/A,SLE-18935,#N/A,#N/A,#N/A
SLE-19162,485513,#N/A,tiwai,Done,Could Have,ptesarik,tiwai,#N/A,SLE-18899,#N/A,#N/A,#N/A
SLE-19160,485511,#N/A,#N/A,Done,Could Have,sfent,trenn,Medium,SLE-18410,#N/A,#N/A,#N/A
SLE-19154,485505,#N/A,tiwai,Done,Could Have,ptesarik,tiwai,#N/A,SLE-18397,#N/A,#N/A,#N/A
SLE-19150,485501,#N/A,tiwai,Done,Could Have,ptesarik,tiwai,#N/A,SLE-18400,#N/A,#N/A,#N/A
SLE-19148,485499,#N/A,tiwai,Done,Could Have,ptesarik,tiwai,#N/A,SLE-18403,#N/A,#N/A,#N/A
SLE-19144,485495,#N/A,#N/A,Done,Could Have,mgorman,ggherdovich,#N/A,SLE-18408,#N/A,#N/A,#N/A
SLE-19142,485493,#N/A,tiwai,Done,Could Have,ptesarik,tiwai,#N/A,SLE-18396,#N/A,#N/A,#N/A
SLE-19134,485469,#N/A,#N/A,Done,Could Have,ptesarik,tiwai,#N/A,SLE-18961,#N/A,#N/A,#N/A
SLE-19132,485467,#N/A,trenn,Done,Could Have,sfent,trenn,Medium,SLE-18392,#N/A,#N/A,#N/A
SLE-19128,485443,#N/A,Jeffreycheung,Done,Could Have,sfent,trenn,Medium,SLE-18393,#N/A,#N/A,#N/A
SLE-19122,485437,#N/A,#N/A,Done,Could Have,ptesarik,tiwai,#N/A,SLE-18389,#N/A,#N/A,#N/A
SLE-19120,485435,#N/A,trenn,Done,Could Have,sfent,trenn,Medium,SLE-18906,#N/A,#N/A,#N/A
SLE-19118,485433,#N/A,mvetter,In Progress,Could Have,bruclik,mvetter,#N/A,SLE-18910,#N/A,#N/A,#N/A
SLE-19116,485431,#N/A,dkirjanov,In Progress,Must Have,hreinecke,dkirjanov,Low,SLE-18274,#N/A,#N/A,#N/A
SLE-19114,485429,#N/A,dkirjanov,Done,Must Have,hreinecke,dkirjanov,Low,SLE-18275,#N/A,#N/A,#N/A
SLE-19112,485427,#N/A,msmeissn,In Progress,Could Have,smanolov,msmeissn,#N/A,SLE-18911,#N/A,#N/A,#N/A
SLE-19110,485425,#N/A,rwill,Open,Could Have,BenniBrunner,rwill,#N/A,SLE-18904,#N/A,#N/A,#N/A
SLE-19108,485423,#N/A,#N/A,In Progress,Could Have,ptesarik,michals,#N/A,SLE-18909,#N/A,#N/A,#N/A
SLE-19106,485421,#N/A,tsbogend,In Progress,Could Have,hreinecke,NMoreyChaisemartin,Medium,SLE-18381,#N/A,#N/A,#N/A
SLE-19104,485419,#N/A,cvoegl,Done,Could Have,hreinecke,cvoegl,Medium,SLE-18905,#N/A,#N/A,#N/A
SLE-19102,485417,#N/A,#N/A,Done,Could Have,sfent,trenn,Medium,SLE-18903,#N/A,#N/A,#N/A
SLE-19100,485415,#N/A,tsbogend,In Progress,Could Have,hreinecke,tsbogend,Low,SLE-18386,#N/A,#N/A,#N/A
SLE-19098,485413,#N/A,dkirjanov,Done,Could Have,hreinecke,dkirjanov,Medium,SLE-18382,#N/A,#N/A,#N/A
SLE-19096,485411,#N/A,tsbogend,Open,Could Have,hreinecke,tsbogend,Medium,SLE-18380,#N/A,#N/A,#N/A
SLE-19094,485409,#N/A,dkirjanov,Done,Could Have,hreinecke,dkirjanov,Medium,SLE-18379,#N/A,#N/A,#N/A
SLE-19092,485407,#N/A,tsbogend,Done,Could Have,hreinecke,tsbogend,Medium,SLE-18378,#N/A,#N/A,#N/A
SLE-19090,485405,#N/A,tsbogend,Done,Could Have,hreinecke,tsbogend,Medium,SLE-18375,#N/A,#N/A,#N/A
SLE-19088,485403,#N/A,tsbogend,Open,Could Have,hreinecke,tsbogend,Medium,SLE-18376,#N/A,#N/A,#N/A
SLE-19086,485401,#N/A,dkirjanov,Done,Could Have,hreinecke,dkirjanov,Medium,SLE-18377,#N/A,#N/A,#N/A
SLE-19084,485399,#N/A,tsbogend,Done,Could Have,hreinecke,NMoreyChaisemartin,Low,SLE-18383,#N/A,#N/A,#N/A
SLE-19082,485397,#N/A,tsbogend,Done,Could Have,hreinecke,tsbogend,Medium,SLE-18384,#N/A,#N/A,#N/A
SLE-19080,485390,#N/A,tsbogend,Done,Could Have,hreinecke,tsbogend,Medium,SLE-18385,#N/A,#N/A,#N/A
SLE-19078,485384,#N/A,tiwai,Done,Could Have,ptesarik,tiwai,#N/A,SLE-18879,#N/A,#N/A,#N/A
SLE-19066,485365,#N/A,#N/A,Planning,Must Have,hreinecke,#N/A,#N/A,SLE-18118,#N/A,#N/A,#N/A
SLE-19062,485361,#N/A,#N/A,Done,Could Have,mhocko,#N/A,#N/A,SLE-19024,#N/A,#N/A,#N/A
SLE-19054,485353,#N/A,#N/A,Rejected,Should Have,mhocko,#N/A,#N/A,SLE-17677,#N/A,#N/A,#N/A
SLE-19020,485304,#N/A,joeyli,Blocked,Should Have,joeyli,none,#N/A,SLE-18912,#N/A,#N/A,#N/A
SLE-19014,485298,#N/A,neilbrown,Done,Should Have,goldwynr,#N/A,Low,SLE-18647,#N/A,#N/A,#N/A
SLE-18918,485171,#N/A,pgajdos,Done,Should Have,kstreitova,pgajdos,Low,SLE-18816,#N/A,#N/A,#N/A
SLE-18306,481956,#N/A,favogt,Planning,Should Have,#N/A,none,#N/A,SLE-18305,#N/A,#N/A,#N/A
SLE-18302,481911,#N/A,cgrobertson,Done,Must Have,sreeves1,none,Low,SLE-18133,#N/A,#N/A,#N/A
SLE-18298,481905,#N/A,ptesarik,Open,Must Have,ptesarik,ptesarik,Low,SLE-18131,#N/A,#N/A,#N/A
SLE-18296,481903,#N/A,michals,Blocked,Must Have,ptesarik,michals,Low,SLE-18130,#N/A,#N/A,#N/A
SLE-18294,481901,#N/A,michals,Blocked,Must Have,ptesarik,michals,Low,SLE-18129,#N/A,#N/A,#N/A
SLE-18288,481895,#N/A,michals,Done,Must Have,ptesarik,michals,Low,SLE-18128,#N/A,#N/A,#N/A
SLE-18286,481893,#N/A,#N/A,Open,Must Have,sfent,mtomaschewski,Medium,SLE-18127,#N/A,#N/A,#N/A
SLE-19701,487341,#N/A,wagi,Open,Must Have,hreinecke,wagi,Medium,SLE-18155,#N/A,#N/A,#N/A
SLE-19699,487334,#N/A,hreinecke,Blocked,Must Have,hreinecke,none,#N/A,SLE-18643,#N/A,#N/A,#N/A
SLE-19697,487331,#N/A,michals,Blocked,Must Have,ptesarik,michals,Low,SLE-19557,#N/A,#N/A,#N/A
SLE-19695,487329,#N/A,michals,Done,Must Have,ptesarik,michals,Low,SLE-19556,#N/A,#N/A,#N/A
SLE-19678,487295,#N/A,#N/A,Planning,Could Have,pgonin,none,#N/A,SLE-18349,#N/A,#N/A,#N/A
SLE-19670,487287,#N/A,#N/A,In Progress,Could Have,sfent,WernerFink,Medium,SLE-18234,#N/A,#N/A,#N/A
SLE-19668,487285,#N/A,fstrba,Open,Must Have,bruclik,none,Low,SLE-18742,#N/A,#N/A,#N/A
SLE-19666,487283,#N/A,#N/A,Planning,Should Have,ptesarik,none,#N/A,SLE-18744,#N/A,#N/A,#N/A
SLE-19659,487276,#N/A,fbui,Blocked,Must Have,BenniBrunner,fbui,#N/A,SLE-17818,#N/A,#N/A,#N/A
SLE-20177,489188,#N/A,gyribeiro,In Progress,Must Have,Neyleah,#N/A,Medium,SLE-16747,#N/A,#N/A,#N/A
SLE-20175,489186,#N/A,gyribeiro,In Progress,Must Have,kstreitova,#N/A,High,SLE-16747,#N/A,#N/A,#N/A
SLE-20169,489174,#N/A,wagi,Done,Must Have,hreinecke,wagi,Medium,SLE-18156,#N/A,#N/A,#N/A
SLE-20167,489171,#N/A,michals,Blocked,Must Have,ptesarik,michals,Low,SLE-20056,Low,Medium,High
SLE-20165,489169,#N/A,wagi,Done,Must Have,hreinecke,wagi,Medium,SLE-18172,#N/A,#N/A,#N/A
SLE-20161,489165,#N/A,ptesarik,Open,Must Have,ptesarik,#N/A,#N/A,SLE-18185,#N/A,#N/A,#N/A
SLE-20159,489163,#N/A,wagi,Open,Must Have,hreinecke,wagi,Medium,SLE-18153,#N/A,#N/A,#N/A
SLE-20155,489159,#N/A,jsikes,In Progress,Must Have,kstreitova,none,Low,SLE-20068,Low,Medium,High
SLE-20152,489156,#N/A,pmonrealgonzalez,Done,Must Have,kstreitova,pmonrealgonzalez,Low,SLE-20014,#N/A,#N/A,#N/A
SLE-19472,486344,#N/A,firstyear,Open,Should Have,jmcdough,none,Medium,SLE-18627,#N/A,#N/A,#N/A
SLE-19466,486333,#N/A,bpetkov,Done,Should Have,mhocko,none,Medium,SLE-19428,#N/A,#N/A,#N/A
SLE-19451,486315,#N/A,pluskalm,Done,Could Have,ptesarik,#N/A,#N/A,SLE-19357,#N/A,#N/A,#N/A
SLE-19446,486295,#N/A,sndirsch,Done,Could Have,ptesarik,sndirsch,#N/A,SLE-19361,#N/A,#N/A,#N/A
SLE-19444,486293,#N/A,#N/A,Planning,Could Have,ptesarik,oneukum,#N/A,SLE-19357,#N/A,#N/A,#N/A
SLE-19974,488063,#N/A,#N/A,In Progress,Could Have,#N/A,none,#N/A,SLE-11611,#N/A,#N/A,#N/A
SLE-19956,487852,#N/A,#N/A,Rejected,Could Have,mhocko,none,#N/A,SLE-19497,#N/A,#N/A,#N/A
SLE-19954,487850,#N/A,jones_tony,Blocked,Could Have,mgorman,jones_tony,Low,SLE-18946,#N/A,#N/A,#N/A
SLE-19952,487785,holgisms,lee_duncan,Planning,Should Have,hreinecke,lee_duncan,Low,SLE-19273,#N/A,#N/A,#N/A
SLE-19950,487783,holgisms,lee_duncan,Planning,Must Have,hreinecke,lee_duncan,Low,SLE-19275,#N/A,#N/A,#N/A
SLE-19948,487781,holgisms,mwilck,Done,Must Have,hreinecke,mwilck,Medium,SLE-19276,#N/A,#N/A,#N/A
SLE-19946,487779,holgisms,dkirjanov,Done,Must Have,hreinecke,dkirjanov,Medium,SLE-19283,#N/A,#N/A,#N/A
SLE-19944,487777,holgisms,NMoreyChaisemartin,Done,Should Have,hreinecke,NMoreyChaisemartin,Medium,SLE-19251,#N/A,#N/A,#N/A
SLE-19942,487775,#N/A,joro,In Progress,Could Have,mhocko,none,Medium,SLE-19924,#N/A,#N/A,#N/A
SLE-19940,487773,#N/A,patrikjakobsson,Done,Could Have,ptesarik,patrikjakobsson,#N/A,SLE-19922,#N/A,#N/A,#N/A
SLE-19938,487771,#N/A,patrikjakobsson,Done,Could Have,ptesarik,patrikjakobsson,#N/A,SLE-19919,#N/A,#N/A,#N/A
SLE-19936,487769,#N/A,#N/A,Done,Should Have,claudiofontana,jziviani,#N/A,SLE-19923,#N/A,#N/A,#N/A
SLE-19934,487767,#N/A,patrikjakobsson,Done,Could Have,ptesarik,patrikjakobsson,#N/A,SLE-19920,#N/A,#N/A,#N/A
SLE-19932,487765,#N/A,patrikjakobsson,Done,Could Have,ptesarik,patrikjakobsson,#N/A,SLE-19921,#N/A,#N/A,#N/A
SLE-19930,487763,holgisms,tsbogend,In Progress,Must Have,hreinecke,tsbogend,Medium,SLE-19282,#N/A,#N/A,#N/A
SLE-19928,487761,holgisms,mwilck,Done,Must Have,hreinecke,mwilck,High,SLE-19277,#N/A,#N/A,#N/A
SLE-19926,487759,holgisms,lee_duncan,Done,Must Have,hreinecke,lee_duncan,Low,SLE-19274,#N/A,#N/A,#N/A
SLE-19748,487488,#N/A,#N/A,In Progress,Should Have,claudiofontana,tdz,#N/A,SLE-19733,#N/A,#N/A,#N/A
SLE-19744,487480,#N/A,yfjiang,Open,Should Have,yfjiang,none,Low,SLE-18101,#N/A,#N/A,#N/A
SLE-19738,487460,#N/A,alarrosa,In Progress,Could Have,sreeves1,none,Medium,SLE-18651,#N/A,#N/A,#N/A
SLE-19736,487456,#N/A,LPechacek,Done,Should Have,suntorytimed,none,#N/A,SLE-19648,#N/A,#N/A,#N/A
SLE-19730,487405,holgisms,mwilck,Done,Must Have,hreinecke,mwilck,Medium,SLE-18967,#N/A,#N/A,#N/A
